logTimestamp,numYears,graphType,task,questionKey,correct,duration,y1,v1,y2,v2,y3,v3,y4,v4,query
1491610000000,2,merged,Task1,t1q1,TRUE,11794,2010,662.9415,2016,680.3934,,,,,/?user=723faa04-28a9-73e4-6b49-4c8478276689&graphType=merged&task=Task1&questionKey=t1q1&correct=true&duration=11794&selected=2016&v1=662.9415&y1=2010&v2=680.3934&y2=2016
1491610000000,2,multiple,Task1,t1q1,TRUE,7289,2010,177.0094,2016,345.8799,,,,,/?user=723faa04-28a9-73e4-6b49-4c8478276689&graphType=multiple&task=Task1&questionKey=t1q1&correct=true&duration=7289&selected=2016&v1=177.0094&y1=2010&v2=345.8799&y2=2016
1491610000000,2,horizon,Task1,t1q1,TRUE,7234,,,,,,,,,/?user=723faa04-28a9-73e4-6b49-4c8478276689&graphType=horizon&task=Task1&questionKey=t1q1&correct=false&duration=7234&selected=2010
1491610000000,2,merged,Task2,t2q1,TRUE,7790,,,,,,,,,/?user=370c671c-39db-024f-9e3c-34efaa063713&graphType=merged&task=Task2&questionKey=t2q1&correct=true&duration=7790&selected=2010
1491610000000,2,multiple,Task2,t2q1,TRUE,6682,,,,,,,,,/?user=370c671c-39db-024f-9e3c-34efaa063713&graphType=multiple&task=Task2&questionKey=t2q1&correct=true&duration=6682&selected=2010
1491610000000,2,horizon,Task2,t2q1,TRUE,6547,,,,,,,,,/?user=370c671c-39db-024f-9e3c-34efaa063713&graphType=horizon&task=Task2&questionKey=t2q1&correct=true&duration=6547&selected=2010
1491610000000,3,merged,Task1,t1q1,TRUE,19977,2010,662.9415,2014,813.4358,2016,680.3934,,,/?user=4888cdc6-cc1f-9403-4b42-d747343ef807&graphType=merged&task=Task1&questionKey=t1q1&correct=true&duration=11977&selected=2014&v1=662.9415&y1=2010&v2=813.4358&y2=2014&v3=680.3934&y3=2016
1491610000000,3,multiple,Task1,t1q1,TRUE,19607,2010,662.9415,2014,813.4358,2016,680.3934,,,/?user=4888cdc6-cc1f-9403-4b42-d747343ef807&graphType=multiple&task=Task1&questionKey=t1q1&correct=true&duration=9607&selected=2014&v1=662.9415&y1=2010&v2=813.4358&y2=2014&v3=680.3934&y3=2016
1491610000000,3,horizon,Task1,t1q1,TRUE,7672,2010,662.9415,2014,813.4358,2016,680.3934,,,/?user=4888cdc6-cc1f-9403-4b42-d747343ef807&graphType=horizon&task=Task1&questionKey=t1q1&correct=true&duration=7672&selected=2014&v1=662.9415&y1=2010&v2=813.4358&y2=2014&v3=680.3934&y3=2016
1491610000000,3,merged,Task2,t2q1,TRUE,21837,2010,662.9415,2014,707.8143,2016,106.963,,,/?user=59ec4d75-f4f8-8c23-6931-a04e95170d1a&graphType=merged&task=Task2&questionKey=t2q1&correct=true&duration=21837&selected=2014&v1=662.9415&y1=2010&v2=707.8143&y2=2014&v3=106.963&y3=2016
1491610000000,3,multiple,Task2,t2q1,TRUE,24479,2010,904.8389,2014,324.1816,2016,345.8799,,,/?user=59ec4d75-f4f8-8c23-6931-a04e95170d1a&graphType=multiple&task=Task2&questionKey=t2q1&correct=true&duration=24479&selected=2010&v1=904.8389&y1=2010&v2=324.1816&y2=2014&v3=345.8799&y3=2016
1491610000000,3,horizon,Task2,t2q1,FALSE,18787,2010,662.9415,2014,707.8143,2016,106.963,,,/?user=59ec4d75-f4f8-8c23-6931-a04e95170d1a&graphType=horizon&task=Task2&questionKey=t2q1&correct=false&duration=18787&selected=2010&v1=662.9415&y1=2010&v2=707.8143&y2=2014&v3=106.963&y3=2016
1491610000000,4,merged,Task1,t1q1,FALSE,19784,2010,662.9415,2012,619.938,2014,813.4358,2016,680.3934,/?user=0408744d-5f90-8c7a-b8f9-1360d0d3b1aa&graphType=merged&task=Task1&questionKey=t1q1&correct=true&duration=11784&selected=2014&v1=662.9415&y1=2010&v2=619.938&y2=2012&v3=813.4358&y3=2014&v4=680.3934&y4=2016
1491610000000,4,multiple,Task1,t1q1,TRUE,11879,2010,177.0094,2012,180.4983,2014,171.5998,2016,345.8799,/?user=0408744d-5f90-8c7a-b8f9-1360d0d3b1aa&graphType=multiple&task=Task1&questionKey=t1q1&correct=true&duration=11879&selected=2016&v1=177.0094&y1=2010&v2=180.4983&y2=2012&v3=171.5998&y3=2014&v4=345.8799&y4=2016
1491610000000,4,horizon,Task1,t1q1,TRUE,48500,2010,177.0094,2012,180.4983,2014,171.5998,2016,345.8799,/?user=0408744d-5f90-8c7a-b8f9-1360d0d3b1aa&graphType=horizon&task=Task1&questionKey=t1q1&correct=true&duration=48500&selected=2016&v1=177.0094&y1=2010&v2=180.4983&y2=2012&v3=171.5998&y3=2014&v4=345.8799&y4=2016
1491610000000,4,merged,Task2,t2q1,TRUE,19109,2010,904.8389,2012,323.4251,2014,171.5998,2016,28.02282,/?user=3742e70d-7c02-dcf9-f908-ef75466b3716&graphType=merged&task=Task2&questionKey=t2q1&correct=true&duration=19109&selected=2010&v1=904.8389&y1=2010&v2=323.4251&y2=2012&v3=171.5998&y3=2014&v4=28.02282&y4=2016
1491610000000,4,multiple,Task2,t2q1,TRUE,17099,2010,904.8389,2012,323.4251,2014,171.5998,2016,28.02282,/?user=3742e70d-7c02-dcf9-f908-ef75466b3716&graphType=multiple&task=Task2&questionKey=t2q1&correct=true&duration=17099&selected=2010&v1=904.8389&y1=2010&v2=323.4251&y2=2012&v3=171.5998&y3=2014&v4=28.02282&y4=2016
1491610000000,4,horizon,Task2,t2q1,FALSE,51852,2010,904.8389,2012,323.4251,2014,171.5998,2016,707.8143,/?user=3742e70d-7c02-dcf9-f908-ef75466b3716&graphType=horizon&task=Task2&questionKey=t2q1&correct=false&duration=51852&selected=2012&v1=904.8389&y1=2010&v2=323.4251&y2=2012&v3=171.5998&y3=2014&v4=707.8143&y4=2016
1491610000000,2,merged,Task1,t1q1,TRUE,8851,2010,662.9415,2016,680.3934,,,,,/?user=fff886a1-fa88-4b87-7ff8-be22e6df6869&graphType=merged&task=Task1&questionKey=t1q1&correct=true&duration=68851&selected=2016&v1=662.9415&y1=2010&v2=680.3934&y2=2016
1491610000000,2,multiple,Task1,t1q1,TRUE,128770,2010,662.9415,2016,680.3934,,,,,/?user=fff886a1-fa88-4b87-7ff8-be22e6df6869&graphType=multiple&task=Task1&questionKey=t1q1&correct=true&duration=128770&selected=2016&v1=662.9415&y1=2010&v2=680.3934&y2=2016
1491610000000,2,horizon,Task1,t1q1,TRUE,45349,,,,,,,,,/?user=fff886a1-fa88-4b87-7ff8-be22e6df6869&graphType=horizon&task=Task1&questionKey=t1q1&correct=false&duration=45349&selected=2010
1491610000000,2,merged,Task2,t2q1,TRUE,10253,,,,,,,,,/?user=c0a94a79-7989-2df5-a9ae-87afce610a07&graphType=merged&task=Task2&questionKey=t2q1&correct=true&duration=10253&selected=2010
1491610000000,2,multiple,Task2,t2q1,TRUE,15029,,,,,,,,,/?user=c0a94a79-7989-2df5-a9ae-87afce610a07&graphType=multiple&task=Task2&questionKey=t2q1&correct=true&duration=15029&selected=2010
1491610000000,2,horizon,Task2,t2q1,FALSE,9664,,,,,,,,,/?user=c0a94a79-7989-2df5-a9ae-87afce610a07&graphType=horizon&task=Task2&questionKey=t2q1&correct=true&duration=9664&selected=2010
1491610000000,3,merged,Task1,t1q1,TRUE,17816,2010,177.0094,2014,171.5998,2016,345.8799,,,/?user=db0e7269-45f1-12e1-a595-a73387abfc51&graphType=merged&task=Task1&questionKey=t1q1&correct=true&duration=7816&selected=2016&v1=177.0094&y1=2010&v2=171.5998&y2=2014&v3=345.8799&y3=2016
1491610000000,3,multiple,Task1,t1q1,TRUE,19080,2010,662.9415,2014,813.4358,2016,680.3934,,,/?user=db0e7269-45f1-12e1-a595-a73387abfc51&graphType=multiple&task=Task1&questionKey=t1q1&correct=true&duration=19080&selected=2014&v1=662.9415&y1=2010&v2=813.4358&y2=2014&v3=680.3934&y3=2016
1491610000000,3,horizon,Task1,t1q1,TRUE,14032,2010,662.9415,2014,813.4358,2016,680.3934,,,/?user=db0e7269-45f1-12e1-a595-a73387abfc51&graphType=horizon&task=Task1&questionKey=t1q1&correct=true&duration=8032&selected=2014&v1=662.9415&y1=2010&v2=813.4358&y2=2014&v3=680.3934&y3=2016
1491610000000,3,merged,Task2,t2q1,FALSE,21418,2010,662.9415,2014,707.8143,2016,106.963,,,/?user=cdd070d1-b649-9773-d2b9-36f513bba6d2&graphType=merged&task=Task2&questionKey=t2q1&correct=true&duration=11418&selected=2014&v1=662.9415&y1=2010&v2=707.8143&y2=2014&v3=106.963&y3=2016
1491610000000,3,multiple,Task2,t2q1,FALSE,15889,2010,662.9415,2014,707.8143,2016,106.963,,,/?user=cdd070d1-b649-9773-d2b9-36f513bba6d2&graphType=multiple&task=Task2&questionKey=t2q1&correct=false&duration=10889&selected=2010&v1=662.9415&y1=2010&v2=707.8143&y2=2014&v3=106.963&y3=2016
1491610000000,3,horizon,Task2,t2q1,TRUE,37384,2010,904.8389,2014,324.1816,2016,345.8799,,,/?user=cdd070d1-b649-9773-d2b9-36f513bba6d2&graphType=horizon&task=Task2&questionKey=t2q1&correct=true&duration=37384&selected=2010&v1=904.8389&y1=2010&v2=324.1816&y2=2014&v3=345.8799&y3=2016
1491610000000,4,merged,Task1,t1q1,TRUE,20206,2010,109.1617,2012,98.78642,2014,101.1799,2016,106.963,/?user=fe697e15-09f9-fe10-a017-6b96527190ea&graphType=merged&task=Task1&questionKey=t1q1&correct=true&duration=20206&selected=2010&v1=109.1617&y1=2010&v2=98.78642&y2=2012&v3=101.1799&y3=2014&v4=106.963&y4=2016
1491610000000,4,multiple,Task1,t1q1,TRUE,21216,2010,662.9415,2012,619.938,2014,813.4358,2016,680.3934,/?user=fe697e15-09f9-fe10-a017-6b96527190ea&graphType=multiple&task=Task1&questionKey=t1q1&correct=true&duration=21216&selected=2014&v1=662.9415&y1=2010&v2=619.938&y2=2012&v3=813.4358&y3=2014&v4=680.3934&y4=2016
1491610000000,4,horizon,Task1,t1q1,TRUE,13264,2010,662.9415,2012,619.938,2014,813.4358,2016,680.3934,/?user=fe697e15-09f9-fe10-a017-6b96527190ea&graphType=horizon&task=Task1&questionKey=t1q1&correct=true&duration=13264&selected=2014&v1=662.9415&y1=2010&v2=619.938&y2=2012&v3=813.4358&y3=2014&v4=680.3934&y4=2016
1491610000000,4,merged,Task2,t2q1,FALSE,23351,2010,904.8389,2012,323.4251,2014,171.5998,2016,28.02282,/?user=6577e5d9-f2ca-77ce-f034-a986c795c15a&graphType=merged&task=Task2&questionKey=t2q1&correct=true&duration=23351&selected=2010&v1=904.8389&y1=2010&v2=323.4251&y2=2012&v3=171.5998&y3=2014&v4=28.02282&y4=2016
1491610000000,4,multiple,Task2,t2q1,TRUE,23534,2010,904.8389,2012,323.4251,2014,171.5998,2016,28.02282,/?user=6577e5d9-f2ca-77ce-f034-a986c795c15a&graphType=multiple&task=Task2&questionKey=t2q1&correct=true&duration=23534&selected=2010&v1=904.8389&y1=2010&v2=323.4251&y2=2012&v3=171.5998&y3=2014&v4=28.02282&y4=2016
1491610000000,4,horizon,Task2,t2q1,TRUE,18765,2010,904.8389,2012,323.4251,2014,171.5998,2016,707.8143,/?user=6577e5d9-f2ca-77ce-f034-a986c795c15a&graphType=horizon&task=Task2&questionKey=t2q1&correct=true&duration=18765&selected=2010&v1=904.8389&y1=2010&v2=323.4251&y2=2012&v3=171.5998&y3=2014&v4=707.8143&y4=2016
1491610000000,2,merged,Task1,t1q1,TRUE,7327,2010,662.9415,2016,680.3934,,,,,/?user=cea95ae4-f5f4-a22d-6263-0ebeadc6e72b&graphType=merged&task=Task1&questionKey=t1q1&correct=true&duration=7327&selected=2016&v1=662.9415&y1=2010&v2=680.3934&y2=2016
1491610000000,2,multiple,Task1,t1q1,TRUE,15535,2010,177.0094,2016,345.8799,,,,,/?user=cea95ae4-f5f4-a22d-6263-0ebeadc6e72b&graphType=multiple&task=Task1&questionKey=t1q1&correct=true&duration=15535&selected=2016&v1=177.0094&y1=2010&v2=345.8799&y2=2016
1491610000000,2,horizon,Task1,t1q1,TRUE,7188,,,,,,,,,/?user=cea95ae4-f5f4-a22d-6263-0ebeadc6e72b&graphType=horizon&task=Task1&questionKey=t1q1&correct=false&duration=7188&selected=2010
1491610000000,2,merged,Task2,t2q1,TRUE,9754,,,,,,,,,/?user=ae5ab68a-c2ca-541e-d54d-d279b2add3ca&graphType=merged&task=Task2&questionKey=t2q1&correct=true&duration=7754&selected=2010
1491610000000,2,multiple,Task2,t2q1,TRUE,8863,,,,,,,,,/?user=ae5ab68a-c2ca-541e-d54d-d279b2add3ca&graphType=multiple&task=Task2&questionKey=t2q1&correct=true&duration=8863&selected=2010
1491610000000,2,horizon,Task2,t2q1,TRUE,16953,,,,,,,,,/?user=ae5ab68a-c2ca-541e-d54d-d279b2add3ca&graphType=horizon&task=Task2&questionKey=t2q1&correct=true&duration=16953&selected=2010
1491610000000,3,merged,Task1,t1q1,TRUE,18609,2010,662.9415,2014,813.4358,2016,680.3934,,,/?user=7ae615a4-0691-022b-90e6-8612802c18c9&graphType=merged&task=Task1&questionKey=t1q1&correct=true&duration=8609&selected=2014&v1=662.9415&y1=2010&v2=813.4358&y2=2014&v3=680.3934&y3=2016
1491610000000,3,multiple,Task1,t1q1,TRUE,8413,2010,177.0094,2014,171.5998,2016,345.8799,,,/?user=7ae615a4-0691-022b-90e6-8612802c18c9&graphType=multiple&task=Task1&questionKey=t1q1&correct=true&duration=8413&selected=2016&v1=177.0094&y1=2010&v2=171.5998&y2=2014&v3=345.8799&y3=2016
