Var 4,Var 8,Var 12,Var 16,Var 20,Var 24,Var 28,Var 32,Var 36,Var 40,Var 44,Var 48,Var 52,Var 56,Var 60,Var 64,Var 68,Var 72,Var 76,Var 80,Var 84,Var 88,Var 92,Var 96,Var 100,Var 104,Var 112,Var 120,Var 128,Var 136,Var 144,Var 152,Var 160,Var 168,Var 176,Var 184,Var 192,Var 200,Var 208,Var 216,Var 224,Var 232,Var 240,Var 248,Var 256,Var 264,Var 272,Var 280,Var 288,Var 296,Var 304,Var 312,Var 320,Var 328,Var 336,Var 344,Var 352,Var 360,Var 368,Var 376,Var 384,Var 392,Var 400,Var 408,Var 416,Var 424,Var 432,Var 440,Var 448,Var 456,Var 464,Var 472,Var 480,Var 488,Var 496,Var 504,Var 508,Var 512,Var 516,Var 520,Var 524,Var 528,Var 532,Var 536,Var 540,Var 544,Var 548,Var 552,Var 556,Var 560,Var 564,Var 568,Var 572,Var 576,Var 580,Var 584,Var 588,Var 592,Var 596
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,122.5826,103.1563,97.13515,121.3345,146.0905,154.5955,153.6724,147.5135,117.1032,120.1073,124.1741,118.6802,108.7547,112.7253,124.7488,132.5575,139.3964,131.9959,125.4944,146.1727,143.7266,164.1855,183.9541,180.7429,166.9707,165.6139,166.1893,167.3064,176.3445,188.1955,193.9049,191.3951,187.5943,211.8003,246.5465,260.9678,210.7137,159.6523,257.7832,139.784,142.8121,134.504,175.0148,237.6057,249.6305,197.1876,228.1081,211.118,201.0092,210.0716,214.2866,248.7771,256.5828,219.1998,224.379,242.0749,278.6466,266.0692,244.442,233.5502,219.7556,201.1541,177.3098,176.7019,208.144,227.4442,230.1224,216.8812,192.8889,205.7386,221.7672,221.2629,207.2275,185.0535,160.8829,145.7759,152.8502,206.959,224.2508,216.0026
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,116.6287,73.84573,50.25947,106.4857,156.7697,176.407,172.7865,161.1607,128.7505,130.9445,126.8877,121.9029,105.568,109.8858,124.3198,125.444,122.883,110.5131,101.5203,132.485,145.5176,165.6993,181.5585,182.4273,168.0583,163.8723,159.0019,136.6539,149.8932,164.4759,170.4662,181.7773,171.9614,201.3047,276.5149,269.2607,215.888,215.6166,241.5977,163.1386,154.7969,147.013,178.873,253.0782,284.01,160.8714,210.2507,217.4476,215.4066,211.0849,212.7795,228.2424,229.4471,221.353,225.3977,238.7483,268.0344,262.2159,250.3467,235.6046,225.5962,217.3903,205.4294,206.0985,218.4729,228.1733,230.0382,224.5219,215.5854,217.7232,217.0566,215.0393,203.0372,186.0899,156.3604,133.0068,176.9053,240.6432,237.7057,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,129.0237,91.45948,71.29061,130.2011,178.3777,211.2526,201.3276,155.5669,126.0771,137.6138,128.5745,122.4578,105.5783,113.0381,124.7965,117.2156,104.997,73.61112,88.58488,126.9135,139.838,167.91,187.6749,189.6086,171.5525,163.7571,152.6774,111.4904,134.622,147.8745,157.0286,175.432,177.2825,179.7549,246.825,262.8328,234.7759,240.4695,223.4196,176.5232,168.9486,175.8945,187.6546,256.745,257.6349,205.2122,212.1764,223.6583,218.5719,216.2867,207.5568,212.6087,209.2777,212.0355,223.9496,231.3841,253.1395,252.4788,244.5558,244.3301,238.0032,230.1176,225.5145,226.4395,229.2023,233.4285,234.9204,235.2128,229.1135,227.3668,225.6926,221.2864,211.8307,196.5463,181.2529,173.2917,189.3786,213.3449,220.5548,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,158.0497,153.2408,161.7303,182.5647,195.8488,212.1529,201.0222,152.8354,115.1664,129.0306,128.8638,127.702,125.6361,126.4579,134.2266,113.715,94.53419,47.17008,98.99852,130.6552,138.844,171.3632,194.3611,202.0605,179.761,164.1503,152.9645,127.9067,139.7193,149.7676,153.0912,171.4555,176.2076,130.1058,197.4029,239.2441,231.4583,227.1869,205.4111,172.7434,170.7716,187.9031,186.7937,225.3828,238.5137,233.1513,247.9006,227.2533,224.65,218.6586,209.8154,209.0444,179.2269,197.2569,224.2755,228.1159,244.1102,245.0755,247.4816,249.871,249.1782,249.929,242.1929,242.4555,240.1217,247.6666,246.7322,241.3844,239.0334,235.5248,231.2226,225.8674,218.3326,212.7761,206.8672,200.165,200.238,208.1647,213.2607,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,180.1889,186.3651,200.9025,232.4302,239.0267,211.5889,203.0867,174.0388,147.5123,97.30229,113.1838,128.2719,135.8117,153.4288,140.3075,139.3802,107.2143,90.30904,79.31905,114.7629,144.8032,189.5531,169.5762,199.2074,213.245,181.5847,168.2698,156.01,145.4969,146.8063,150.5354,154.6788,160.4268,165.6263,105.4669,179.8733,229.259,223.0534,208.8152,181.7308,165.264,168.7615,183.8213,189.237,208.9605,231.9585,233.8246,246.7839,226.3338,228.2999,222.2129,207.5399,202.8333,161.7005,189.5814,225.9321,231.2212,243.8541,244.8817,250.3555,248.9536,253.3459,256.3704,260.5488,254.8848,263.4592,263.5843,260.6821,260.5345,252.4832,246.5148,239.9845,230.5834,223.4983,217.135,216.9522,215.0552,213.7133,212.3442,214.9652,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,172.6738,186.9443,209.5152,230.825,229.8119,212.3423,201.7589,173.95,148.433,127.5741,118.9861,136.33,145.4128,154.745,140.567,113.0558,84.954,82.86018,86.35285,102.4396,158.6497,276.9334,188.4157,198.4879,201.7836,195.6225,175.3179,163.3822,156.7165,154.9764,152.7235,154.5675,160.626,162.4038,154.443,215.6461,260.0834,215.4758,161.3529,140.395,130.7052,152.1245,170.8294,207.4048,209.6106,230.3241,241.8649,263.226,262.7583,248.443,215.7911,195.9399,215.1193,213.731,225.6513,249.7036,254.1564,239.4718,234.8748,242.2636,241.7651,245.7548,247.7758,253.3321,255.1757,278.0756,296.5119,301.6013,307.4439,295.488,281.2417,269.429,261.0135,250.8267,244.4167,242.394,240.1799,237.0162,233.3793,230.1572,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,168.384,182.2024,196.7892,208.1708,219.7632,223.8054,205.6024,174.2711,128.8493,123.1277,88.21441,165.0894,165.4879,147.0453,130.3028,120.7326,96.86765,86.30292,80.40916,59.55281,103.0156,156.5912,188.266,213.479,185.8142,197.3854,189.787,169.8694,161.0466,165.6776,173.5737,155.3897,156.3932,178.7141,173.333,205.9438,237.2067,245.5373,161.0518,85.13388,116.8669,132.0312,155.1553,175.5139,205.3491,239.3564,242.43,243.1137,265.9316,265.6404,221.8056,157.9189,229.1667,247.6665,266.4781,320.0827,286.631,249.2367,232.8137,242.1535,234.5349,235.4467,238.0009,232.6726,251.6736,284.1195,320.5709,367.1633,393.8875,370.1674,327.2551,297.385,291.9806,306.9696,324.657,315.9397,288.4696,265.6628,250.5022,240.8861,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,191.2328,193.8628,197.9872,201.3714,210.667,218.9258,239.6696,245.2848,135.7519,131.8533,157.2704,249.4782,199.2867,151.4573,132.2347,150.0648,120.2068,88.44392,79.73367,74.4024,79.09356,130.0414,177.3169,228.9358,203.1779,204.0887,203.8279,186.7436,169.9499,172.0673,183.1221,134.6755,134.5159,156.6386,164.0329,199.1181,224.5052,253.8298,163.917,110.091,118.9939,107.0809,139.537,129.3083,196.985,270.5311,287.4871,286.6118,307.6006,308.4252,301.0411,263.4836,253.5378,252.9017,254.4144,437.2464,285.5776,236.0543,223.4866,217.3898,220.2805,225.8494,231.3945,228.1174,240.8059,266.3738,300.4611,354.528,392.232,363.062,313.2214,289.6848,291.2343,315.1226,351.1528,336.7425,292.9311,262.4539,244.8925,224.4068,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,215.9846,210.3065,193.1977,175.1548,180.5276,191.7847,178.5991,185.2098,163.384,162.1505,186.2185,203.233,184.6083,148.1249,126.5262,118.3349,103.7224,80.10108,88.31242,89.1321,102.3173,110.3289,156.8515,197.1999,206.3392,208.1047,223.9244,238.4363,169.7805,183.1965,157.879,107.5488,128.448,149.5977,159.4587,195.2531,208.1819,204.1198,127.4955,147.319,147.6291,143.4916,148.6623,167.7417,227.1032,293.828,292.6257,321.4911,340.8293,340.1234,430.3956,355.0446,253.7511,254.9165,266.0687,253.8909,215.9953,215.1516,206.6278,201.9888,200.3998,212.4551,224.3235,228.4857,225.1803,229.1924,234.2368,251.8369,259.17,261.141,259.9418,260.1251,265.265,259.8836,254.3982,247.582,237.7674,231.0702,224.3196,212.0867,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,233.335,228.8666,209.2194,198.0295,193.7072,191.0253,188.3538,184.1341,179.7493,175.6436,178.5104,175.677,162.7119,144.4024,127.5892,112.5624,99.11027,88.6806,102.4059,106.4637,98.39822,68.79105,73.2738,285.5399,236.6324,214.4309,195.3178,241.5568,156.649,154.431,157.3823,142.7467,146.8945,152.532,155.1049,180.6095,194.3962,186.482,154.0612,157.5678,168.5148,148.1683,150.8273,194.8108,251.2606,280.3378,333.6917,343.1529,352.3053,334.4301,323.0431,277.9946,249.6793,243.8701,249.2792,220.0807,212.6693,198.0399,182.4498,177.1894,174.9264,205.8218,310.0648,276.7102,225.6491,214.2131,212.4963,214.5411,215.4055,210.8981,219.3825,244.7769,272.1136,236.2613,205.9246,208.6442,220.0408,229.0314,216.6191,205.2964,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,205.8391,202.4163,201.483,208.5142,209.9056,206.0811,202.5415,199.7413,192.7785,179.3868,177.2106,171.8434,152.9956,140.7801,131.2144,117.943,111.7867,112.5614,122.1122,158.9585,113.6555,103.7826,124.3992,204.7795,234.5836,218.584,197.0383,184.8194,164.7709,155.8761,157.09,150.2283,154.8965,154.3965,158.5325,168.8971,179.723,187.3279,190.5991,119.8114,146.9853,147.6037,153.8121,192.5982,258.065,266.5474,435.8004,361.3735,353.1209,300.8945,263.2102,230.5439,219.4027,242.1914,294.437,228.6181,200.6308,180.1745,175.8863,161.5828,136.3789,126.5101,157.7004,209.6367,211.4816,208.2693,211.716,193.3142,139.9054,158.1146,172.0582,168.1931,170.5779,182.928,190.3722,207.169,215.0926,208.2546,201.7429,194.0814,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,195.3623,192.2139,183.9353,163.7338,189.8992,212.743,213.1575,215.4768,213.1786,195.2207,187.2213,173.2528,165.8181,148.813,140.657,134.6049,121.7208,118.1746,117.8077,128.871,136.3599,128.1721,76.11401,115.2747,170.171,297.9971,227.0098,195.0681,175.1918,159.8291,141.2899,146.9788,152.1387,168.9209,174.2596,157.7367,141.3109,152.7419,189.9844,203.7386,157.4838,149.8521,143.1843,146.7051,166.5286,236.669,223.5392,297.2984,343.9449,326.6347,351.2974,256.7255,238.9722,222.9271,208.5216,216.0087,213.4541,226.0366,206.9175,184.7124,161.946,126.2246,113.3918,144.8896,159.3186,171.1542,178.4842,185.3635,178.8346,162.1288,155.4726,160.78,157.5437,158.3355,169.2343,169.4475,157.0491,146.7821,147.5771,145.4643,144.5083,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,187.0202,189.2239,191.2982,195.4875,197.0634,204.3311,225.123,243.1426,226.6004,192.5614,172.9974,166.2396,157.3038,151.8792,144.8384,136.4119,124.5227,117.2464,122.7949,130.0717,130.2599,131.3035,126.0863,125.5833,117.9929,218.5816,241.8631,189.1457,198.2688,155.8129,139.8542,113.472,147.7365,168.9121,173.8917,148.8089,101.0688,103.1735,173.3627,181.1437,169.3507,150.2076,138.1256,114.0119,74.208,200.5394,-9999.0,-9999.0,330.7604,347.6908,349.8565,286.6101,277.0239,257.8696,217.9204,199.9441,219.3195,231.9433,245.7478,210.4211,174.067,155.6908,140.292,133.3608,127.8568,139.7067,153.048,160.9504,161.9373,158.2509,156.4885,154.4949,165.2979,157.7774,139.8114,133.5918,114.1579,95.06018,109.4087,123.6872,132.0212,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,179.8589,180.1977,183.4011,187.6102,191.1787,198.9626,221.3129,233.0859,214.5144,186.0099,169.2748,162.6394,141.9029,153.2382,146.4208,132.3564,123.1309,105.9115,124.0591,130.1004,127.7674,136.2841,146.4554,136.6873,144.0042,228.7429,331.11,164.8833,145.8325,156.7856,151.1164,161.0794,154.6898,164.4526,156.9457,150.0744,141.7945,159.1243,182.5894,200.3358,180.2025,153.9857,146.7129,132.2718,136.6467,-9999.0,252.2854,317.8173,363.7798,380.0361,412.3011,355.9809,326.8393,332.4013,288.6386,227.8244,260.735,263.2977,236.3457,212.9456,178.4822,173.68,134.3153,119.0925,108.7452,139.8669,157.0431,160.8775,154.5714,149.1905,139.8274,131.2901,113.8331,90.33179,100.7021,112.7706,119.2248,123.1853,121.5296,122.0006,124.5871,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,170.8844,170.0592,169.5767,166.4291,160.6634,161.0608,175.3008,183.5217,178.7772,168.7945,163.3831,155.3143,146.2862,147.3369,142.2362,133.5015,124.1157,122.6044,177.1413,139.591,133.6355,147.9009,156.1645,126.8508,128.5597,171.332,201.0472,176.3197,163.3492,162.44,166.6488,209.1603,171.8214,155.9413,145.81,141.4664,158.7814,177.7485,235.7333,257.2713,190.2326,-9999.0,164.6273,-9999.0,-9999.0,126.1465,255.643,313.7295,394.5224,452.5441,472.0517,416.4189,367.5703,269.5977,323.9391,337.0699,292.892,264.548,227.0622,201.1602,192.2827,177.276,157.8853,143.546,149.0964,164.1561,178.2345,172.4369,157.9043,136.4265,104.8507,101.2968,102.6641,99.27887,100.0628,105.1186,109.5412,114.708,115.7623,118.0504,118.1622,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,166.0915,164.6451,160.3683,153.633,148.1998,145.0731,144.3483,135.2711,133.5159,148.2578,154.1106,152.3012,148.9304,145.6058,140.7231,133.6105,127.1414,126.3583,164.3675,150.4443,151.9446,128.5905,135.2586,131.1441,129.5655,130.973,141.6557,159.4082,157.2063,162.2022,163.2079,-9999.0,161.6853,145.2471,114.8677,103.8093,156.9977,174.2691,199.3107,-9999.0,-9999.0,-9999.0,-9999.0,133.5504,211.0252,234.8042,267.4636,348.8441,435.5286,433.584,476.4148,423.5329,422.6552,335.218,322.9952,327.4007,303.389,254.2328,211.7221,193.6324,181.8826,176.9382,173.2833,168.9754,168.6949,170.4708,165.2815,160.6597,149.1859,129.0974,106.4226,95.55746,97.49287,99.07751,-9999.0,-9999.0,-9999.0,100.1828,102.3889,102.6744,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,157.6834,153.3704,146.7627,136.7907,121.744,95.97472,60.1822,95.00164,117.6914,-9999.0,-9999.0,149.9834,147.39,144.0472,137.6328,134.9745,134.0316,136.6721,139.8583,143.5953,148.8813,137.1477,131.6947,140.6057,121.7918,91.41922,135.7268,131.2813,173.4278,201.4164,209.8318,-9999.0,-9999.0,160.6298,118.8337,114.2635,151.2325,-9999.0,-9999.0,199.4187,185.5682,-9999.0,170.9542,180.3589,178.8305,284.6117,256.5974,227.0516,234.3767,386.9199,406.3221,358.7007,259.5542,406.5159,321.7829,334.6237,319.4279,251.7919,175.9051,184.2141,164.3735,192.0956,235.0083,196.2013,170.7075,170.1618,168.1802,161.165,156.253,136.3993,110.0471,92.94132,99.10944,100.5556,102.2375,104.6741,102.0829,99.83935,98.58873,97.69808,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,151.8623,146.7304,139.4692,129.6816,116.1858,99.77998,89.19348,96.4523,111.7951,-9999.0,-9999.0,144.1796,145.3033,142.584,136.6858,135.4965,135.396,146.5639,132.3961,129.3241,151.1973,188.7026,214.3807,165.0942,136.0183,154.8074,185.7916,194.6135,168.6313,214.8475,196.0016,209.5764,-9999.0,-9999.0,-9999.0,-9999.0,154.8562,-9999.0,-9999.0,-9999.0,-9999.0,191.7608,206.8293,252.6401,244.1528,265.9624,244.2993,345.0365,290.9997,329.2006,318.486,292.0486,277.9276,285.2033,319.5284,347.2433,324.7618,276.1982,214.5475,223.6797,221.2277,217.9895,212.8301,199.9296,177.5837,177.2572,175.9505,171.7988,159.8631,146.1213,127.0219,116.0827,114.9521,113.3137,109.202,107.2277,104.1068,98.77332,91.0518,89.74512,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,149.719,-9999.0,140.5794,134.7878,-9999.0,-9999.0,121.2775,-9999.0,125.5609,-9999.0,-9999.0,142.5916,142.9856,141.4489,136.7471,156.6863,157.8379,151.8925,151.4164,149.2057,243.6533,-9999.0,364.2185,354.6708,314.0005,273.2512,234.0701,178.16,196.7606,272.1161,181.8668,242.5279,270.2499,221.463,-9999.0,-9999.0,150.3313,164.1041,-9999.0,-9999.0,-9999.0,-9999.0,190.9358,214.1522,251.191,269.0513,263.3887,280.7551,267.6086,281.1013,267.6945,308.7334,308.3909,305.7251,342.7933,344.9936,331.8459,297.6929,289.2493,258.7845,250.6919,254.891,271.8986,249.6996,230.3459,216.63,195.154,184.273,178.7769,165.3073,147.1884,131.0047,123.0325,117.5453,111.7731,108.2334,103.1212,96.66897,93.90446,94.43414,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,152.9489,-9999.0,-9999.0,-9999.0,138.7571,135.987,133.8745,132.7885,-9999.0,131.7744,135.5262,-9999.0,-9999.0,136.235,131.7301,155.5037,159.249,192.4492,216.873,264.2226,314.8589,402.8158,-9999.0,-9999.0,-9999.0,432.3692,306.8597,205.7328,109.0799,243.7053,472.6723,477.9012,-9999.0,-9999.0,-9999.0,-9999.0,150.5286,139.9206,154.5324,-9999.0,-9999.0,-9999.0,164.0426,150.8687,176.3956,195.892,228.0879,233.1673,244.9467,221.507,233.0718,234.2227,255.2011,276.189,295.7203,373.0161,382.6539,360.2512,314.0694,225.8139,238.7773,292.9362,287.3205,269.6669,265.944,252.3439,236.8888,230.8315,211.9199,203.7005,179.9099,153.5755,103.8299,122.356,121.4865,120.4296,118.4855,102.0977,69.05469,77.56322,95.30962,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,149.9008,148.1725,-9999.0,-9999.0,-9999.0,135.9486,134.847,134.1627,-9999.0,-9999.0,-9999.0,-9999.0,132.91,123.4269,117.1822,155.0151,193.8039,-9999.0,364.4319,387.4142,434.9631,511.7088,591.9936,-9999.0,-9999.0,-9999.0,614.8799,77.61124,202.1152,53.14363,964.3839,-9999.0,-9999.0,-9999.0,-9999.0,146.4238,123.966,135.5536,148.6704,-9999.0,-9999.0,-9999.0,165.5421,130.1777,158.5714,178.9362,208.3333,221.6096,171.7469,230.9132,218.2662,222.577,235.9112,251.8896,251.5414,292.0487,361.2909,389.1578,340.4592,274.892,278.9147,303.1297,292.5973,276.7924,270.1121,262.3539,250.637,240.8161,237.5932,216.6322,196.1809,182.9248,179.086,161.2675,125.7561,130.5544,140.914,128.1667,102.7311,108.176,112.7774,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,140.7418,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,129.9245,-9999.0,-9999.0,-9999.0,-9999.0,107.8715,113.9387,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,603.15,-9999.0,-9999.0,-9999.0,-9999.0,422.1633,143.9462,162.1765,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,126.3761,118.6052,130.5924,146.2517,145.8432,-9999.0,437.7893,138.0203,136.1692,133.9731,139.2195,167.7316,204.9218,214.1898,216.8417,219.2111,221.0161,218.2579,219.5755,226.1456,231.8972,271.559,288.0955,288.7716,280.0036,285.2377,284.1231,274.2169,267.2159,266.2881,262.5043,264.3365,271.1181,290.0491,255.0616,216.905,186.0692,190.8924,184.0461,168.7202,164.2767,156.9138,148.5651,139.7603,132.2805,129.7121,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,126.9754,120.4483,119.5691,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,98.20841,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,606.6879,304.9008,349.895,-9999.0,-9999.0,-9999.0,-9999.0,148.7354,105.3308,127.764,124.3873,112.6062,136.1779,95.28888,93.12347,161.322,135.3497,129.214,133.2837,131.7313,145.3205,215.5816,223.6292,248.9539,226.228,222.0103,214.8542,207.8317,212.602,197.845,215.334,239.4228,271.0388,285.7817,271.6424,265.5376,257.6344,243.7915,241.9756,251.5787,266.2578,279.9121,274.7113,264.4593,249.885,224.7069,215.1375,204.0986,211.8727,244.9275,218.8972,183.2944,160.7928,147.8921,140.7809,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,100.8859,-9999.0,99.34543,98.46421,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,83.26324,73.65581,69.50906,68.8791,64.83015,130.0579,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,546.5724,530.5359,703.1688,-9999.0,-9999.0,-9999.0,161.6637,131.2635,148.1948,155.5963,155.9636,144.6324,134.9077,109.6401,138.9748,138.3725,142.3006,115.7975,109.1598,116.4843,142.9603,175.3574,200.9372,210.7611,228.394,186.0724,188.3174,187.2469,181.3297,171.3657,234.4772,251.0242,263.8676,245.0946,242.4378,239.0715,232.3129,240.1578,248.4828,305.4336,347.8203,281.4356,278.6314,277.4638,251.6461,228.3919,220.3759,237.823,232.4297,196.3151,161.6506,137.9453,130.2171,128.7653,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,76.17086,76.85065,76.30705,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,67.89048,66.52988,60.30106,59.90871,60.81632,86.54317,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,687.5047,-9999.0,-9999.0,-9999.0,209.022,138.2348,174.1125,177.1278,182.2793,209.8812,191.9546,167.5584,162.4352,178.6425,180.6138,162.1343,134.9141,104.5527,106.5163,98.41724,130.7478,165.2101,173.3245,171.9826,148.5654,156.8715,157.0412,168.266,176.7509,204.4409,235.537,235.4732,259.7074,213.8789,202.2899,181.7747,149.4451,161.6124,190.6864,206.5704,223.4166,224.1981,229.7048,206.2287,184.1881,150.6352,135.0082,133.7215,113.9596,99.47193,106.1369,109.1718,111.5469,-9999.0,-9999.0
"-9999.0",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,59.60705,59.69126,59.67517,60.00435,59.54179,56.59704,57.05599,59.1602,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,362.0576,149.8631,98.37647,240.5377,228.7483,239.8737,265.8257,262.2712,228.215,202.62,230.1988,195.0462,194.3701,164.7444,123.5218,108.9635,93.64694,95.49741,140.9561,153.082,131.6545,110.1675,112.2488,126.0123,122.6866,137.834,175.3134,216.9922,206.2526,202.894,176.1814,149.9313,151.0894,122.6858,91.01305,95.30217,117.1324,115.9067,109.325,92.79347,88.72131,99.80436,109.4351,116.3991,112.2146,101.4442,93.72459,102.5965,106.7211,108.1044,-9999.0,-9999.0
