lat,lon,sat
95,3,-9999
96,3,-9999
97,3,-9999
98,3,-9999
99,3,-9999
100,3,-9999
101,3,-9999
102,3,-9999
103,3,-9999
104,3,-9999
105,3,-9999
106,3,-9999
107,3,-9999
108,3,-9999
109,3,-9999
110,3,-9999
111,3,-9999
112,3,-9999
113,3,-9999
114,3,-9999
115,3,-9999
116,3,-9999
117,3,-9999
118,3,-9999
119,3,-9999
120,3,-9999
121,3,-9999
122,3,-9999
123,3,-9999
124,3,-9999
125,3,-9999
126,3,-9999
127,3,-9999
128,3,-9999
129,3,-9999
130,3,-9999
131,3,-9999
132,3,-9999
133,3,-9999
134,3,-9999
135,3,-9999
136,3,-9999
137,3,-9999
138,3,-9999
139,3,-9999
140,3,-9999
141,3,-9999
142,3,-9999
143,3,-9999
144,3,-9999
145,3,-9999
146,3,-9999
147,3,-9999
148,3,-9999
0,4,-9999
1,4,-9999
2,4,-9999
3,4,-9999
4,4,-9999
5,4,-9999
6,4,-9999
7,4,-9999
8,4,-9999
9,4,-9999
10,4,-9999
11,4,-9999
12,4,-9999
13,4,-9999
14,4,-9999
15,4,-9999
16,4,-9999
17,4,-9999
18,4,-9999
19,4,-9999
20,4,176.1643
21,4,180.4098
22,4,185.5516
23,4,193.2605
24,4,206.2363
25,4,225.5201
26,4,234.8913
27,4,218.2784
28,4,183.2019
29,4,143.7202
30,4,101.8301
31,4,59.8685
32,4,30.87177
33,4,34.70668
34,4,61.75211
35,4,87.50126
36,4,109.9553
37,4,127.2578
38,4,143.4803
39,4,159.5916
40,4,170.112
41,4,164.3576
42,4,145.3326
43,4,127.0944
44,4,111.1192
45,4,95.59117
46,4,81.99269
47,4,72.59724
48,4,69.52149
49,4,73.45134
50,4,78.48803
51,4,81.0084
52,4,79.7803
53,4,74.40785
54,4,71.29878
55,4,67.33241
56,4,64.55824
57,4,68.41467
58,4,85.69772
59,4,100.3523
60,4,110.0205
61,4,117.7433
62,4,124.6361
63,4,-9999
64,4,-9999
65,4,-9999
66,4,-9999
67,4,-9999
68,4,-9999
69,4,-9999
70,4,-9999
71,4,-9999
72,4,-9999
73,4,-9999
74,4,-9999
75,4,-9999
76,4,-9999
77,4,-9999
78,4,-9999
79,4,-9999
80,4,-9999
81,4,-9999
82,4,-9999
83,4,-9999
84,4,-9999
85,4,-9999
86,4,-9999
87,4,-9999
88,4,-9999
89,4,-9999
90,4,-9999
91,4,-9999
92,4,-9999
93,4,-9999
94,4,-9999
95,4,-9999
96,4,-9999
97,4,-9999
98,4,-9999
99,4,-9999
100,4,-9999
101,4,-9999
102,4,-9999
103,4,-9999
104,4,-9999
105,4,-9999
106,4,-9999
107,4,-9999
108,4,-9999
109,4,-9999
110,4,-9999
111,4,-9999
112,4,-9999
113,4,-9999
114,4,-9999
115,4,-9999
116,4,-9999
117,4,-9999
118,4,-9999
119,4,-9999
120,4,-9999
121,4,-9999
122,4,-9999
123,4,-9999
124,4,-9999
125,4,-9999
126,4,-9999
127,4,-9999
128,4,-9999
129,4,-9999
130,4,-9999
131,4,-9999
132,4,-9999
133,4,-9999
134,4,-9999
135,4,-9999
136,4,-9999
137,4,-9999
138,4,-9999
139,4,-9999
140,4,-9999
141,4,-9999
142,4,-9999
143,4,-9999
144,4,-9999
145,4,-9999
146,4,-9999
147,4,-9999
148,4,-9999
0,5,-9999
1,5,-9999
2,5,-9999
3,5,-9999
4,5,-9999
5,5,-9999
6,5,-9999
7,5,-9999
8,5,-9999
9,5,-9999
10,5,-9999
11,5,-9999
12,5,-9999
13,5,-9999
14,5,-9999
15,5,-9999
16,5,-9999
17,5,-9999
18,5,-9999
19,5,-9999
20,5,178.6036
21,5,181.6217
22,5,186.1934
23,5,192.5575
24,5,206.5947
25,5,232.3062
26,5,248.1075
27,5,226.4969
28,5,187.5478
29,5,144.4812
30,5,99.47303
31,5,50.54402
32,5,12.48558
33,5,19.36245
34,5,56.49912
35,5,87.41357
36,5,110.4591
37,5,128.3824
38,5,146.0331
39,5,165.6693
40,5,183.4766
41,5,175.4431
42,5,148.6779
43,5,127.841
44,5,110.1458
45,5,94.74139
46,5,77.70235
47,5,63.82526
48,5,59.94122
49,5,68.07063
50,5,76.50191
51,5,80.24312
52,5,78.0702
53,5,73.84572
54,5,62.67592
55,5,52.85361
56,5,59.78218
57,5,68.5219
58,5,92.18559
59,5,101.2022
60,5,108.2128
61,5,118.142
62,5,127.6086
63,5,130.46
64,5,129.501
65,5,133.9426
66,5,139.9724
67,5,142.5765
68,5,142.2934
69,5,132.2502
70,5,120.7417
71,5,126.9692
72,5,138.6996
73,5,152.5109
74,5,165.7976
75,5,161.0626
76,5,147.618
77,5,143.6034
78,5,146.6824
79,5,-9999
80,5,-9999
81,5,-9999
82,5,-9999
83,5,-9999
84,5,-9999
85,5,-9999
86,5,-9999
87,5,-9999
88,5,-9999
89,5,-9999
90,5,-9999
91,5,-9999
92,5,-9999
93,5,-9999
94,5,-9999
95,5,-9999
96,5,-9999
97,5,-9999
98,5,-9999
99,5,-9999
100,5,-9999
101,5,-9999
102,5,-9999
103,5,-9999
104,5,-9999
105,5,-9999
106,5,-9999
107,5,-9999
108,5,-9999
109,5,-9999
110,5,-9999
111,5,-9999
112,5,-9999
113,5,-9999
114,5,-9999
115,5,-9999
116,5,-9999
117,5,-9999
118,5,-9999
119,5,-9999
120,5,-9999
121,5,-9999
122,5,-9999
123,5,-9999
124,5,-9999
125,5,-9999
126,5,-9999
127,5,-9999
128,5,-9999
129,5,-9999
130,5,-9999
131,5,-9999
132,5,-9999
133,5,-9999
134,5,-9999
135,5,-9999
136,5,-9999
137,5,-9999
138,5,-9999
139,5,-9999
140,5,-9999
141,5,-9999
142,5,-9999
143,5,-9999
144,5,-9999
145,5,-9999
146,5,-9999
147,5,-9999
148,5,-9999
0,6,-9999
1,6,-9999
2,6,-9999
3,6,-9999
4,6,-9999
5,6,-9999
6,6,-9999
7,6,-9999
8,6,-9999
9,6,-9999
10,6,-9999
11,6,-9999
12,6,-9999
13,6,-9999
14,6,-9999
15,6,-9999
16,6,-9999
17,6,-9999
18,6,-9999
19,6,-9999
20,6,179.4326
21,6,183.4765
22,6,186.7269
23,6,189.6047
24,6,196.8798
25,6,213.8886
26,6,224.1493
27,6,208.8827
28,6,179.915
29,6,146.7028
30,6,107.7054
31,6,68.84602
32,6,40.7674
33,6,46.79049
34,6,74.0373
35,6,95.12299
36,6,112.6512
37,6,128.085
38,6,143.6605
39,6,158.7265
40,6,169.3025
41,6,162.4177
42,6,141.7797
43,6,122.6297
44,6,108.1711
45,6,94.1807
46,6,81.2168
47,6,66.03305
48,6,61.7841
49,6,69.46458
50,6,77.59343
51,6,81.23539
52,6,78.92854
53,6,71.73161
54,6,55.49414
55,6,20.49955
56,6,27.56169
57,6,108.5212
58,6,112.3456
59,6,97.62098
60,6,99.54846
61,6,119.3466
62,6,135.9143
63,6,139.8918
64,6,138.9346
65,6,142.2043
66,6,145.9074
67,6,144.6827
68,6,141.4394
69,6,132.0152
70,6,122.053
71,6,126.3344
72,6,133.6879
73,6,157.0263
74,6,188.1281
75,6,177.4058
76,6,144.1725
77,6,139.9478
78,6,144.1564
79,6,144.3434
80,6,135.5014
81,6,118.6774
82,6,103.6218
83,6,94.59234
84,6,86.95283
85,6,68.67754
86,6,68.51832
87,6,80.55859
88,6,91.98042
89,6,98.19231
90,6,109.1902
91,6,117.0547
92,6,132.2559
93,6,152.9277
94,6,173.2981
95,6,192.766
96,6,-9999
97,6,-9999
98,6,-9999
99,6,-9999
100,6,-9999
101,6,-9999
102,6,-9999
103,6,-9999
104,6,-9999
105,6,-9999
106,6,-9999
107,6,-9999
108,6,-9999
109,6,-9999
110,6,-9999
111,6,-9999
112,6,-9999
113,6,-9999
114,6,-9999
115,6,-9999
116,6,-9999
117,6,-9999
118,6,-9999
119,6,-9999
120,6,-9999
121,6,-9999
122,6,-9999
123,6,-9999
124,6,-9999
125,6,-9999
126,6,-9999
127,6,-9999
128,6,-9999
129,6,-9999
130,6,-9999
131,6,-9999
132,6,-9999
133,6,-9999
134,6,-9999
135,6,-9999
136,6,-9999
137,6,-9999
138,6,-9999
139,6,-9999
140,6,-9999
141,6,-9999
142,6,-9999
143,6,-9999
144,6,-9999
145,6,-9999
146,6,-9999
147,6,-9999
148,6,-9999
0,7,-9999
1,7,-9999
2,7,-9999
3,7,-9999
4,7,-9999
5,7,-9999
6,7,-9999
7,7,-9999
8,7,-9999
9,7,-9999
10,7,-9999
11,7,-9999
12,7,-9999
13,7,-9999
14,7,-9999
15,7,-9999
16,7,-9999
17,7,-9999
18,7,-9999
19,7,-9999
20,7,179.0282
21,7,183.5892
22,7,188.2535
23,7,189.5646
24,7,188.8217
25,7,191.8515
26,7,192.9776
27,7,186.4221
28,7,170.6258
29,7,148.1646
30,7,119.982
31,7,96.03757
32,7,84.17505
33,7,89.78604
34,7,99.13277
35,7,104.952
36,7,114.9703
37,7,126.8464
38,7,139.6244
39,7,151.599
40,7,162.2532
41,7,161.7732
42,7,134.5841
43,7,111.7114
44,7,102.9021
45,7,94.21724
46,7,85.15292
47,7,76.21127
48,7,72.84582
49,7,76.23682
50,7,81.25451
51,7,84.40281
52,7,83.19302
53,7,77.70599
54,7,64.95275
55,7,42.60012
56,7,64.90363
57,7,148.8582
58,7,125.5843
59,7,86.15692
60,7,87.69669
61,7,122.4708
62,7,152.5066
63,7,154.0571
64,7,145.405
65,7,145.5191
66,7,148.3292
67,7,152.9628
68,7,146.5161
69,7,136.6929
70,7,128.6173
71,7,124.6294
72,7,126.4018
73,7,152.074
74,7,182.2067
75,7,175.2996
76,7,151.5593
77,7,144.8179
78,7,144.3865
79,7,139.79
80,7,127.5331
81,7,107.3409
82,7,92.1751
83,7,89.76407
84,7,94.02053
85,7,87.9339
86,7,80.52108
87,7,85.74971
88,7,91.80605
89,7,97.2256
90,7,104.2857
91,7,112.7717
92,7,129.083
93,7,152.6859
94,7,172.9845
95,7,197.2797
96,7,226.158
97,7,256.7291
98,7,268.4167
99,7,250.453
100,7,233.6775
101,7,207.19
102,7,185.8202
103,7,-9999
104,7,201.1485
105,7,200.6867
106,7,195.7786
107,7,182.4204
108,7,158.6667
109,7,127.7418
110,7,81.56435
111,7,46.92917
112,7,58.67299
113,7,97.14088
114,7,125.0879
115,7,-9999
116,7,-9999
117,7,-9999
118,7,-9999
119,7,-9999
120,7,-9999
121,7,-9999
122,7,-9999
123,7,-9999
124,7,-9999
125,7,-9999
126,7,-9999
127,7,-9999
128,7,-9999
129,7,-9999
130,7,-9999
131,7,-9999
132,7,-9999
133,7,-9999
134,7,-9999
135,7,-9999
136,7,-9999
137,7,-9999
138,7,-9999
139,7,-9999
140,7,-9999
141,7,-9999
142,7,-9999
143,7,-9999
144,7,-9999
145,7,-9999
146,7,-9999
147,7,-9999
148,7,-9999
0,8,-9999
1,8,-9999
2,8,-9999
3,8,-9999
4,8,-9999
5,8,-9999
6,8,-9999
7,8,-9999
8,8,-9999
9,8,-9999
10,8,-9999
11,8,-9999
12,8,-9999
13,8,-9999
14,8,-9999
15,8,-9999
16,8,-9999
17,8,-9999
18,8,-9999
19,8,-9999
20,8,177.1381
21,8,182.2666
22,8,186.9313
23,8,188.0083
24,8,183.688
25,8,180.0685
26,8,178.8639
27,8,176.1222
28,8,167.0266
29,8,150.7054
30,8,131.4909
31,8,112.9899
32,8,105.9149
33,8,108.6663
34,8,111.1436
35,8,110.3238
36,8,116.2523
37,8,125.2184
38,8,134.5438
39,8,146.817
40,8,162.1375
41,8,163.8125
42,8,120.2209
43,8,96.80725
44,8,97.00781
45,8,91.96243
46,8,84.07747
47,8,80.51209
48,8,80.39597
49,8,81.12802
50,8,85.16428
51,8,89.27393
52,8,89.9346
53,8,88.70704
54,8,86.31629
55,8,83.71486
56,8,98.11443
57,8,119.041
58,8,117.3886
59,8,104.8577
60,8,106.6937
61,8,127.2922
62,8,149.3642
63,8,152.4282
64,8,145.5797
65,8,144.588
66,8,147.5417
67,8,155.8985
68,8,149.36
69,8,136.4686
70,8,125.6003
71,8,121.108
72,8,128.6524
73,8,144.6511
74,8,163.8178
75,8,165.7071
76,8,157.8213
77,8,152.0858
78,8,148.9904
79,8,144.604
80,8,132.7362
81,8,98.03431
82,8,73.36183
83,8,77.58812
84,8,84.96696
85,8,87.40807
86,8,87.28458
87,8,90.0855
88,8,91.39496
89,8,94.76496
90,8,98.72042
91,8,104.4603
92,8,120.5613
93,8,147.5938
94,8,172.7294
95,8,197.4234
96,8,220.2735
97,8,249.7464
98,8,262.6952
99,8,256.2532
100,8,258.8953
101,8,235.9167
102,8,212.9906
103,8,207.2113
104,8,206.1868
105,8,205.1259
106,8,200.475
107,8,185.9545
108,8,168.5633
109,8,139.3661
110,8,96.03859
111,8,62.78025
112,8,73.2696
113,8,106.2888
114,8,129.7291
115,8,142.4353
116,8,151.119
117,8,155.7433
118,8,159.4384
119,8,156.7677
120,8,160.3224
121,8,178.1608
122,8,179.9833
123,8,206.2355
124,8,244.6597
125,8,246.565
126,8,237.2276
127,8,227.0639
128,8,222.2692
129,8,216.5242
130,8,213.9823
131,8,215.4368
132,8,216.9186
133,8,215.324
134,8,213.3894
135,8,200.678
136,8,182.2105
137,8,-9999
138,8,-9999
139,8,-9999
140,8,-9999
141,8,-9999
142,8,-9999
143,8,-9999
144,8,-9999
145,8,-9999
146,8,-9999
147,8,-9999
148,8,-9999
0,9,-9999
1,9,-9999
2,9,-9999
3,9,-9999
4,9,-9999
5,9,-9999
6,9,-9999
7,9,-9999
8,9,-9999
9,9,-9999
10,9,-9999
11,9,-9999
12,9,-9999
13,9,-9999
14,9,-9999
15,9,-9999
16,9,-9999
17,9,-9999
18,9,-9999
19,9,-9999
20,9,173.588
21,9,177.7357
22,9,180.6476
23,9,181.3985
24,9,178.5244
25,9,172.2885
26,9,172.7047
27,9,177.8884
28,9,168.7535
29,9,153.2196
30,9,136.8156
31,9,120.8006
32,9,113.1946
33,9,111.3006
34,9,111.7314
35,9,111.8323
36,9,114.9488
37,9,122.2988
38,9,129.5157
39,9,135.7106
40,9,141.8192
41,9,134.927
42,9,109.3497
43,9,96.09886
44,9,91.3457
45,9,83.9866
46,9,76.01144
47,9,73.58434
48,9,78.16231
49,9,85.07427
50,9,88.82712
51,9,94.34402
52,9,99.15905
53,9,103.337
54,9,107.698
55,9,108.2974
56,9,112.113
57,9,118.2135
58,9,119.9976
59,9,120.9241
60,9,123.2264
61,9,130.7308
62,9,138.0137
63,9,143.5634
64,9,143.4736
65,9,144.1781
66,9,144.7555
67,9,147.61
68,9,144.8997
69,9,133.9438
70,9,112.1443
71,9,91.35291
72,9,115.4318
73,9,146.1902
74,9,162.8824
75,9,171.0588
76,9,168.7521
77,9,164.0622
78,9,157.5669
79,9,160.5226
80,9,161.7858
81,9,119.2866
82,9,81.1804
83,9,44.81997
84,9,49.04499
85,9,79.16078
86,9,89.3394
87,9,92.78098
88,9,91.72337
89,9,91.91106
90,9,89.12615
91,9,88.38656
92,9,106.4027
93,9,140.4566
94,9,178.5231
95,9,204.6509
96,9,211.6826
97,9,227.204
98,9,242.5849
99,9,263.0594
100,9,285.6974
101,9,251.2178
102,9,-9999
103,9,219.3401
104,9,211.5299
105,9,209.3949
106,9,203.2225
107,9,193.3547
108,9,180.7021
109,9,157.9468
110,9,133.4187
111,9,114.9256
112,9,117.0217
113,9,129.8711
114,9,137.8535
115,9,143.9439
116,9,149.083
117,9,152.8381
118,9,158.6165
119,9,163.4056
120,9,170.3973
121,9,182.5403
122,9,195.849
123,9,224.6126
124,9,278.5928
125,9,260.8663
126,9,248.251
127,9,231.1009
128,9,221.3367
129,9,212.9
130,9,208.7499
131,9,214.1512
132,9,216.8242
133,9,219.2477
134,9,215.1399
135,9,201.0963
136,9,174.771
137,9,157.0981
138,9,183.8459
139,9,204.8038
140,9,214.9898
141,9,228.2373
142,9,242.0165
143,9,256.7945
144,9,255.6342
145,9,236.4041
146,9,217.7068
147,9,225.347
148,9,257.4466
0,10,-9999
1,10,-9999
2,10,-9999
3,10,-9999
4,10,-9999
5,10,-9999
6,10,-9999
7,10,-9999
8,10,-9999
9,10,-9999
10,10,-9999
11,10,-9999
12,10,-9999
13,10,-9999
14,10,-9999
15,10,-9999
16,10,-9999
17,10,-9999
18,10,-9999
19,10,-9999
20,10,168.9914
21,10,172.1901
22,10,174.2785
23,10,176.6154
24,10,178.47
25,10,178.4095
26,10,194.2426
27,10,186.5188
28,10,171.0595
29,10,154.0581
30,10,138.6532
31,10,126.1051
32,10,116.7071
33,10,113.4636
34,10,112.5235
35,10,113.9026
36,10,115.9193
37,10,120.8676
38,10,125.1916
39,10,126.8687
40,10,126.3772
41,10,117.0276
42,10,99.88213
43,10,81.5499
44,10,71.86188
45,10,71.65221
46,10,65.15131
47,10,62.25747
48,10,73.02361
49,10,84.36898
50,10,94.89243
51,10,100.619
52,10,108.2043
53,10,117.1315
54,10,124.1245
55,10,125.127
56,10,125.4344
57,10,120.6273
58,10,117.1234
59,10,131.3716
60,10,133.1002
61,10,136.84
62,10,140.7519
63,10,142.4734
64,10,142.0567
65,10,143.0494
66,10,144.1053
67,10,146.3309
68,10,143.1184
69,10,137.6445
70,10,116.4129
71,10,98.79674
72,10,120.7418
73,10,153.5943
74,10,182.6602
75,10,195.8159
76,10,187.1267
77,10,174.9101
78,10,171.6043
79,10,171.5853
80,10,183.1483
81,10,148.1193
82,10,101.4793
83,10,58.33721
84,10,59.08676
85,10,84.75665
86,10,94.52514
87,10,96.65469
88,10,92.29187
89,10,89.56854
90,10,77.71879
91,10,62.05593
92,10,89.77651
93,10,132.2976
94,10,177.3937
95,10,214.2397
96,10,210.6201
97,10,213.6405
98,10,227.7206
99,10,243.6627
100,10,252.6469
101,10,235.406
102,10,225.2619
103,10,220.3517
104,10,220.3062
105,10,213.49
106,10,211.2276
107,10,202.3769
108,10,189.453
109,10,177.8988
110,10,162.8212
111,10,153.186
112,10,150.4384
113,10,150.3564
114,10,147.8568
115,10,144.6673
116,10,142.6714
117,10,145.5752
118,10,153.7522
119,10,163.3244
120,10,173.7873
121,10,187.0495
122,10,196.0167
123,10,204.3551
124,10,221.2425
125,10,248.0764
126,10,244.9788
127,10,228.6484
128,10,222.07
129,10,206.803
130,10,194.1221
131,10,211.858
132,10,218.4029
133,10,220.1302
134,10,219.7556
135,10,211.2783
136,10,195.1622
137,10,187.0458
138,10,200.1509
139,10,202.7291
140,10,210.9245
141,10,223.462
142,10,232.9628
143,10,239.0299
144,10,236.9727
145,10,229.6645
146,10,226.7631
147,10,237.0253
148,10,267.8907
0,11,-9999
1,11,-9999
2,11,-9999
3,11,-9999
4,11,-9999
5,11,-9999
6,11,-9999
7,11,-9999
8,11,-9999
9,11,-9999
10,11,-9999
11,11,-9999
12,11,-9999
13,11,-9999
14,11,-9999
15,11,-9999
16,11,-9999
17,11,-9999
18,11,-9999
19,11,-9999
20,11,163.9014
21,11,166.5018
22,11,169.5819
23,11,172.6154
24,11,178.6816
25,11,191.628
26,11,205.9626
27,11,187.7938
28,11,168.4534
29,11,149.3025
30,11,134.224
31,11,124.3016
32,11,115.9005
33,11,113.7407
34,11,113.4616
35,11,112.7402
36,11,115.7377
37,11,115.6056
38,11,121.7668
39,11,124.5331
40,11,124.2749
41,11,116.2155
42,11,90.00479
43,11,46.03756
44,11,33.12566
45,11,59.18554
46,11,65.35426
47,11,64.04461
48,11,75.69417
49,11,89.78588
50,11,99.63718
51,11,107.3088
52,11,120.8289
53,11,129.5408
54,11,139.8628
55,11,144.702
56,11,138.8062
57,11,128.8857
58,11,131.8927
59,11,150.1494
60,11,140.7437
61,11,142.5985
62,11,142.1323
63,11,141.8082
64,11,143.1096
65,11,144.5675
66,11,147.6573
67,11,147.1818
68,11,152.7216
69,11,149.0607
70,11,140.4933
71,11,135.8345
72,11,149.5582
73,11,175.4146
74,11,205.6721
75,11,227.6824
76,11,211.328
77,11,187.6934
78,11,179.6583
79,11,183.5865
80,11,171.4048
81,11,149.9562
82,11,124.4185
83,11,105.0783
84,11,101.7769
85,11,105.3625
86,11,104.8065
87,11,97.60506
88,11,92.09225
89,11,90.90602
90,11,82.26015
91,11,67.99122
92,11,95.60122
93,11,123.0074
94,11,158.4188
95,11,189.3568
96,11,195.9177
97,11,203.2053
98,11,211.0787
99,11,221.1808
100,11,223.5942
101,11,223.3726
102,11,220.7458
103,11,220.1139
104,11,224.5714
105,11,224.7067
106,11,222.5183
107,11,208.7208
108,11,198.2783
109,11,187.3748
110,11,179.3476
111,11,172.5529
112,11,168.3626
113,11,162.9169
114,11,153.3102
115,11,142.3053
116,11,131.2816
117,11,131.2494
118,11,143.421
119,11,162.5675
120,11,175.6339
121,11,185.6051
122,11,188.5008
123,11,172.6784
124,11,133.9116
125,11,197.6585
126,11,224.1741
127,11,225.6446
128,11,225.5796
129,11,196.0335
130,11,166.8102
131,11,202.9091
132,11,218.3304
133,11,223.2538
134,11,227.3523
135,11,225.5307
136,11,220.4885
137,11,216.747
138,11,212.1217
139,11,202.6124
140,11,212.0241
141,11,220.5613
142,11,226.7917
143,11,230.5512
144,11,227.3053
145,11,216.1839
146,11,224.9509
147,11,244.5535
148,11,252.3079
0,12,-9999
1,12,-9999
2,12,-9999
3,12,-9999
4,12,-9999
5,12,-9999
6,12,-9999
7,12,-9999
8,12,-9999
9,12,-9999
10,12,-9999
11,12,-9999
12,12,-9999
